Client ID,Name,Age,Sex,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Investment Advisor,Fee Structure,Loyalty Classification,Banking Relationship,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting
PKR17019,Charles Richards,28,Female,26267,03/05/2015,Nicholas Simmons,Asian,Assistant Manager,Ernest Knight,Mid,Gold,Private Bank,241251.1164,61785.9,1,6139.248,328691.192,717212.3072,654456.23032,128291.3514504,50692.088,619029.464,0,3
PKR20282,Timothy Tucker,23,Female,7295,03/31/2005,Jesse Evans,American,Programmer Analyst III,Nicholas Morrison,Mid,Gold,Institutional,86087.8408,1974.32,2,3563.3331,776495.9934,1721388.649572,389748.373488,388016.15849472,52492.8324,340324.4904,0,1
PKR30151,Jose Thomas,65,Male,31777,02/25/2002,George Lewis,American,Statistician IV,Eric Shaw,Mid,Silver,Retail,280477.3125,53280,2,3296.385,425874.8025,1141059.618,279108.108,352168.7598,70151.91,234240.3675,2,3
PKR45419,Bobby Kim,75,Female,20397,11/10/2005,Gregory Simmons,African,Health Coach IV,Ryan Taylor,Mid,Jade,Retail,95144.4789,13554.6,1,1957.5145,168791.5217,311802.698974,206231.706408,30640.13923776,14935.3016,646481.4096,2,1
PKR78162,Nicole Sanchez,75,Female,17420,01/25/1996,Ernest Rivera,European,Media Manager III,Daniel Carroll,High,Gold,Retail,236297.4976,5771.52,1,1731.9936,360708.096,104336.326656,84773.265408,25584.13676544,36848.64,1427206.3488,3,2
PKR66784,Adam Cook,33,Male,37403,12/06/2012,Shawn Long,European,Developer II,Victor Rogers,High,Jade,Commercial,90635.4834,18348.33,1,2289.8931,780486.5244,505712.978496,277949.117952,104848.58393856,25680.7815,114050.2506,2,1
PKR97262,Angela Gilbert,72,Female,28330,03/10/1998,James Castillo,Australian,Software Engineer II,Eugene Cunningham,Mid,Silver,Retail,43925.3264,16519.06,1,835.728,262499.184,449640.3584,207958.66576,435532.8921552,26525.808,514167.392,0,2
PKR33193,Scott Ward,27,Female,41166,08/26/1994,Todd Roberts,European,Accountant IV,Eugene Cunningham,High,Jade,Institutional,80157.3696,21503.24,1,1.1748,0,502316.836956,383792.639472,121007.56162176,7429.0436,467912.6584,0,2
PKR94106,Steve Price,49,Male,21408,07/11/1996,Raymond Alexander,American,Help Desk Technician,Sean Vasquez,Mid,Platinum,Retail,70540.204,11519.95,2,1889.5086,63478.9316,515950.016036,200062.251116,391700.8285008,27234.1608,72544.6568,2,1
PKR15556,Lawrence Morales,22,Male,10882,07/26/2008,Gregory Simmons,European,Paralegal,Joe Carroll,High,Jade,Commercial,252385.9107,55804.21,1,1479.8784,186590.3732,2709947.017624,633494.108016,585630.10874368,108607.422,1300585.44,0,3
PKR20631,Catherine Weaver,50,Male,32303,09/24/1999,Ernest Rivera,European,Associate Professor,Fred Bryant,Low,Jade,Private Bank,156566.48,21752.8,1,1898.316,331846.704,281503.38888,330654.77424,66220.3210032,12985.56,0,0,1
PKR13898,Evelyn Taylor,70,Female,6641,03/07/2004,Joshua Bennett,European,Nuclear Power Engineer,Victor Gutierrez,High,Platinum,Institutional,75764.5824,15575.04,1,4635.3164,158797.496,934525.894016,455677.915264,161495.34251136,41753.0828,923993.4132,3,2
PKR46880,Judith Schmidt,71,Male,30163,04/20/2014,Douglas Tucker,European,Analog Circuit Design manager,Kevin Kim,Mid,Silver,Institutional,204271.8895,44020.04,2,3318.4976,172853.8944,89494.093568,79324.310208,17675.08347968,50720.0848,416387.708,2,2
PKR57163,Philip Hansen,74,Male,19694,04/16/2014,Roger Alexander,European,Staff Accountant III,Nicholas Ward,High,Gold,Private Bank,201648.2172,14404.56,2,951.844,107662.1574,621905.517254,795223.448292,197378.53793504,27281.7986,446940.0704,3,5
PKR42982,Anthony Wagner,41,Male,41580,07/29/2003,Stephen Payne,Australian,Biostatistician III,Jack Phillips,High,Jade,Retail,315314.025,44429.6,1,5872.615,296790.165,213338.1845,252958.13305,39376.133482,46508.77,1292032.49,3,5
PKR51913,Kenneth Cole,18,Female,12618,06/08/2018,Paul Larson,European,Community Outreach Specialist,Ernest Knight,High,Jade,Commercial,377580.7812,7498.34,3,4179.4452,588087.1952,161814.091888,184133.276976,79679.49076416,45271.088,460631.824,3,4
PKR76764,Matthew Marshall,63,Male,8388,05/01/2010,George Lewis,European,Dental Hygienist,Peter Castillo,High,Jade,Institutional,298532.438,58122.08,3,857.6372,658958.3112,934240.451928,324124.238424,660641.4624348,83982.1192,2181217.36,2,5
PKR82314,Scott Tucker,49,Female,20653,08/31/1998,Shawn Long,American,VP Product Management,Daniel Carroll,Mid,Jade,Retail,89771.99,22998.46,1,3782.3916,785239.0416,855645.412752,312639.670044,259436.0770716,35581.494,104237.1252,1,1
PKR82248,Bruce Hicks,72,Male,25797,03/29/2003,Samuel Fowler,Asian,Analog Circuit Design manager,Victor Dean,Mid,Gold,Retail,390543.2496,24477.67,1,9028.338,154049.566,1333928.0306,1006509.33218,226767.765202,38351.346,696843.389,0,4
PKR49091,Howard Hill,71,Male,22793,11/28/2003,Ernest Rivera,European,Director of Sales,Lawrence Sanchez,High,Gold,Retail,131274.4482,19188.4,1,4158.7208,332987.3768,635381.896448,201611.563296,331559.38000224,71732.1488,1813895.5432,2,4
PKR24529,Earl Murray,40,Female,13495,12/31/1997,Shawn Long,Asian,Programmer I,Kevin Kim,Mid,Jade,Institutional,164793.5576,21262.85,1,4001.2078,1925660.0128,382095.462891,148457.472843,56949.2600742,113315.0483,2442602.1692,1,3
PKR93171,Jesse Wright,79,Male,39395,11/24/2018,Dennis Ruiz,Asian,Statistician II,Peter Castillo,Low,Jade,Retail,127005.21,11175.75,2,85.581,338482.845,229651.61184,254478.81312,67033.443456,4522.806,193570.569,2,2
PKR71818,Beverly Taylor,47,Female,8335,08/21/1999,Samuel Fowler,American,Statistician III,Jeremy Porter,Low,Silver,Institutional,90051.8528,30906.2,2,4230.9696,187672.4928,447985.605184,316511.56888,172133.5993832,30877.3712,1049172.3424,0,2
PKR35821,Irene Barnes,36,Male,13099,03/31/2014,Todd Roberts,European,Chief Design Engineer,Ernest Knight,High,Silver,Retail,125353.08,15580.8,1,2478.357,731631.3255,207011.523015,122426.169525,70116.8061825,668.763,500477.8725,3,2
PKR44974,Donna Martin,77,Female,22806,07/30/2002,Bobby Burton,European,Media Manager III,Jack Phillips,Mid,Silver,Commercial,46485.7952,28551.64,1,232.0812,512394.012,225281.671524,130718.994588,114977.09013336,24084.216,667723.7268,3,2
PKR24341,Jacqueline Wells,46,Male,38239,07/28/2014,Chris Armstrong,Asian,Accounting Assistant I,Ernest Knight,Mid,Jade,Commercial,54599.9232,27873.12,1,2993.76,551546.352,275577.7248,112855.63968,89759.601792,35534.52,600977.16,3,2
PKR60293,Frances Cox,66,Female,29051,07/30/2018,Bruce Porter,European,Statistician I,Daniel Carroll,High,Jade,Retail,185334.7932,54576.28,2,608.7185,147615.39,97134.3048,107594.92224,38076.6474816,25101.4465,877758.232,0,2
PKR46675,Jose Williamson,31,Male,40157,01/18/2001,Victor Martinez,Asian,Data Coordiator,Ryan Taylor,High,Silver,Retail,68488.9128,13326.12,1,1398.8538,345182.3424,802404.790758,479943.052416,213274.69391736,28291.977,862147.5138,0,2
PKR17984,Gary Bell,18,Female,31814,02/18/2000,Nicholas Cunningham,European,Office Assistant IV,Victor Dean,High,Jade,Retail,158424.7392,28804.72,1,1556.184,966712.9304,600275.716656,240874.969104,76391.77591584,68672.5536,835554.7536,1,2
PKR23002,Phyllis Berry,44,Male,11734,03/05/2018,Joe Price,Asian,Account Representative II,Jeremy Porter,Mid,Jade,Institutional,67064.2875,13002.15,1,1024.4745,540459.444,713832.78267,418010.18805,132798.6212805,6756.792,930370.476,1,1
PKR70737,Russell Moore,74,Female,31110,06/15/1998,Paul Larson,European,Structural Analysis Engineer,Victor Gutierrez,Mid,Jade,Retail,253484.8512,18608.2,2,2720.34,758463.84,2677607.1,1088893.554,696177.846,18832.26,993212.76,1,2
PKR17926,Ryan Austin,21,Female,16964,03/05/2014,Samuel Fowler,Asian,Safety Technician IV,Victor Rogers,High,Jade,Retail,178028.6688,56679.84,1,5767.5744,213942.2256,979092.977184,617952.124944,99674.87521824,5526.0144,2005100.8416,2,2
PKR30891,Douglas Freeman,28,Male,33173,12/21/1999,Anthony Torres,American,Geological Engineer,Jack Phillips,Low,Silver,Commercial,276465.8952,27357,2,4708.704,1051216.8744,842029.374648,412422.550848,290414.2128888,10505.9724,246249.0492,3,2
PKR51261,Ernest Davis,32,Female,6314,03/05/2017,Dennis Ruiz,Australian,Help Desk Operator,Fred Bryant,Mid,Gold,Commercial,130585.8528,32567.53,1,2471.931,522784.2186,744629.027436,342765.742788,206014.03092396,18798.0408,654281.1324,3,1
PKR69251,Carl King,76,Male,18877,10/03/2012,Dennis Morris,European,Media Manager I,Fred Bryant,High,Jade,Institutional,254376.8178,30033.42,1,1431.27,390415.4694,285189.071508,360238.827168,138691.94845968,5310.5418,1100827.9242,1,5
PKR56740,George Cooper,62,Female,19875,11/16/1998,Phillip Peters,European,Programmer Analyst I,Ernest Knight,Low,Gold,Institutional,326097.432,57977.13,2,11795.0784,230977.4691,2570376.879882,599110.400574,1173483.33944688,5866.6167,1123859.709,0,5
PKR95612,Nicholas Meyer,57,Female,6534,03/22/1997,Anthony Torres,European,Compensation Analyst,Nicholas Morrison,Mid,Gold,Commercial,94054.8804,33644.92,1,1816.3286,229582.6244,349048.33416,148414.25232,154240.8859296,33071.816,843246.1164,0,4
PKR35099,Thomas Hanson,56,Male,20679,03/21/2014,Donald Reynolds,African,Account Representative II,Victor Gutierrez,Low,Silver,Retail,42249.87,10373.1,2,1339.38,292045.32,0,0,0,26726.49,617304.555,1,1
PKR42857,Joe Baker,27,Female,9805,05/29/2007,Gregory Simmons,Australian,Research Assistant II,Eric Shaw,High,Jade,Retail,176579.0247,28374.87,1,4132.4997,222865.584,323812.223889,294814.114287,143250.66143388,42386.4378,401802.0351,0,2
PKR32603,Fred Baker,18,Female,42615,10/02/2009,George Lewis,European,Human Resources Assistant IV,Nicholas Ward,Mid,Jade,Institutional,284451.4374,39205.8,1,4797.087,331162.9056,661146.897072,589671.556848,203526.03128784,26742.675,739135.3692,2,2
PKR62569,Karen Reynolds,20,Female,5964,04/08/2014,Jesse Evans,European,Research Assistant IV,Peter Castillo,Mid,Platinum,Retail,84128.4432,4384.06,1,2893.814,525364.6604,225096.121016,206774.343724,51117.75864468,25570.7928,531393.14,3,1
PKR35181,Patrick Stone,71,Male,3763,03/13/2012,George Lewis,American,Health Coach III,Gregory Boyd,Mid,Platinum,Private Bank,251879.4144,26983.64,1,4136.578,417909.047,2066780.567528,935331.351728,395554.64584368,48521.975,1168214.6454,3,2
PKR99256,Ronald Riley,83,Male,40530,08/09/2009,Adam Hernandez,African,Geologist III,Fred Bryant,High,Gold,Retail,149878.4022,15027.66,2,845.7075,185144.586,206964.2322,154282.42764,277520.22045,11239.635,637463.739,3,2
PKR65151,Jose Martin,47,Female,21348,04/01/1994,Patrick Graham,European,Programmer I,Ryan Taylor,Low,Jade,Retail,209683.6352,33801.56,2,1043.25,80952.8616,157298.681124,124956.89622,20948.656131,36332.92,1027468.8268,1,2
PKR81182,Jonathan Larson,49,Male,41356,05/05/2012,Todd Roberts,African,Statistician II,Victor Rogers,High,Silver,Retail,80357.94,3330.9,3,3933.57,733994.514,632728.67988,165264.9537,334543.484847,5619.96,770146.776,1,1
PKR89708,Jose Romero,61,Male,37025,02/16/2006,Dennis Ruiz,Asian,Developer II,Fred Bryant,Low,Jade,Retail,93484.8,39737.4,1,7837.02,1333813.608,475667.32032,155108.9088,221805.739584,53936.748,551738.628,3,2
PKR63717,Karen Carr,40,Female,10341,07/06/2015,Anthony Simpson,European,Human Resources Assistant IV,Joe Carroll,Low,Silver,Retail,357044.2304,50071.08,1,6260.8344,835844.5952,113708.648224,81976.002208,47228.75482048,15764.1784,677672.7416,0,3
PKR71868,Earl Richardson,74,Female,708,12/05/1992,Jonathan Hawkins,European,Environmental Tech,Eugene Cunningham,Low,Silver,Institutional,409671.262,29437.18,2,4704.1596,606101.483,502389.903644,204795.884288,116349.66176112,22681.4132,1089105.6402,0,3
PKR32785,Aaron Wilson,18,Female,14050,04/13/2001,Anthony Torres,European,Programmer I,Eugene Cunningham,Mid,Silver,Institutional,86761.116,20849.4,2,2760.3732,1152800.5866,2434167.7776,753015.9312,668783.218896,94733.0592,608463.882,0,3
PKR79142,Mark Patterson,31,Female,7141,03/17/2009,Joshua Ryan,European,Programmer II,Eugene Cunningham,Mid,Jade,Retail,343318.2304,26468.52,1,10939.156,771443.0352,1702162.839328,1002079.736056,396576.48732408,90515.8336,1587032.0048,3,5
PKR59824,Daniel Porter,37,Male,12543,01/30/1994,Mark Montgomery,American,Payment Adjustment Coordinator,Peter Castillo,High,Jade,Private Bank,26102.9196,6053.94,1,3118.905,534231.855,1099013.67,600794.1396,120012.292764,29252.34,513468.315,0,1
PKR37278,Charles Thompson,32,Male,7071,08/17/2018,Shawn Wallace,European,Administrative Assistant III,Juan Ramirez,Low,Jade,Institutional,231731.3952,45854.76,1,9450.6594,1628140.2774,663468.69015,338504.43375,80112.7159875,23323.5492,2837008.2867,0,3
PKR34859,David Fernandez,38,Male,10258,06/17/2019,Nicholas Cunningham,European,Recruiter,Ryan Taylor,High,Jade,Institutional,171944.3752,36222.7,1,2227.872,144972.4224,144974.241792,96649.494528,37512.08506368,19145.568,806753.2992,0,2
PKR50054,Catherine Walker,28,Male,26827,09/10/2003,Joe Hanson,European,Office Assistant II,Jeremy Porter,Mid,Platinum,Institutional,44716.1124,22993.8,2,1565.4366,327695.0292,273886.115832,226064.730528,171113.61141504,13964.6808,521488.611,3,1
PKR62645,Jimmy Evans,28,Female,26133,02/01/2007,Jonathan Hawkins,American,Structural Engineer,Eugene Cunningham,High,Silver,Retail,82751.25,13481.5,1,1854.1875,193510.1375,235512.870625,53180.325625,91850.01954375,14762.5875,496955.575,2,1
PKR41646,Joseph Gray,64,Female,19424,01/29/1997,Nicholas Simmons,American,Computer Systems Analyst IV,Sean Vasquez,High,Silver,Institutional,208878.8436,23771.1,1,2633.6196,754448.2632,1336149.111996,687439.035882,210588.7187385,29931.9102,505515.6108,1,2
PKR92575,Bobby Warren,85,Female,41526,03/17/2011,Bruce Porter,Asian,Software Test Engineer I,Sean Vasquez,High,Silver,Commercial,151936.068,14982.66,2,91.7194,563576.5716,584228.50896,179408.75472,333930.2950032,28985.083,1044870.91,0,2
PKR36120,Christine Butler,28,Male,42476,12/15/2007,Anthony Berry,Australian,Recruiter,Joe Carroll,High,Silver,Commercial,39515.0336,2577.4,2,2085.3336,437736.3424,426926.00776,322465.38884,92197.850612,8560.8432,501499.7008,0,1
PKR85936,Timothy Price,34,Male,8631,12/11/2007,Adam Hernandez,Asian,Staff Scientist,Juan Ramirez,Low,Gold,Commercial,99114.157,17043.68,3,560.6277,258295.9566,127718.624862,100171.47048,169790.6424636,12330.9789,330177.825,3,1
PKR49172,Jean Cooper,41,Female,37801,01/22/2015,Benjamin Kim,African,Graphic Designer,Nicholas Morrison,Low,Silver,Commercial,492748.5123,45816.45,1,2956.47,592003.5528,398694.708096,381105.23568,166220.5143312,25316.2368,152034.6516,0,5
PKR34576,Patrick Howard,48,Male,12878,10/01/2011,Steve Diaz,Asian,Web Designer II,Victor Dean,Mid,Jade,Institutional,133624.8402,18375.55,1,1359.2656,573098.9544,292189.209792,180469.806048,171961.94376288,13279.72,264523.9984,1,2
PKR75884,Samuel Gomez,59,Male,16449,09/13/2013,Patrick Graham,European,Account Representative III,Victor Rogers,Low,Silver,Institutional,229363.2775,10728.7,2,2386.749,1459530.801,156752.08768,93163.97664,57451.118928,74635.236,2055429.676,2,4
PKR41393,Barbara Smith,66,Male,43140,09/30/2002,Mark Montgomery,Australian,Quality Engineer,Nicholas Morrison,High,Silver,Institutional,82926.45,51430.5,2,6875.055,1387659.87,0,0,0,26394.705,1720882.44,0,4
PKR67868,Philip Robinson,71,Male,32461,05/07/2001,Joshua Ryan,Asian,Teacher,Eric Shaw,High,Jade,Institutional,142846.08,27466.8,2,1542.69,261710.496,177967.69032,201307.71528,88633.7447856,2871.27,395005.866,0,2
PKR82789,Charles Kelly,76,Female,5401,12/16/2010,Paul Holmes,Asian,Administrative Assistant IV,Victor Gutierrez,High,Silver,Institutional,436829.8368,38715.6,2,2030.112,1200919.776,163502.976,173721.912,34029.05688,57285.312,436274.496,3,3
PKR77478,Ashley Greene,53,Female,33467,01/11/2012,Keith Griffin,European,Social Worker,Sean Vasquez,High,Gold,Institutional,157640.3136,21154.76,2,790.0816,937720.9116,875102.8187,216967.641,536633.29874,44400.5628,348364.7596,2,2
PKR57043,Richard Knight,69,Male,19161,06/05/1999,Jesse Evans,American,Professor,Steve Sanchez,Low,Jade,Institutional,243163.9808,18336,1,758.4768,425661.2352,1860597.153792,361782.779904,818662.74766848,52488.8064,2249791.488,3,2
PKR68936,Thomas Hernandez,51,Female,34019,11/12/2015,Nicholas Simmons,European,Accountant IV,Juan Ramirez,High,Jade,Retail,75434.2933,20579.97,1,161.1225,452704.098,92375.972325,49267.18524,38322.8319474,19550.181,799505.7945,3,1
PKR44846,Jessica Thompson,47,Male,5865,04/12/2015,Paul Holmes,European,Geological Engineer,Victor Dean,High,Platinum,Retail,317895.3364,37634.02,1,1540.105,378614.215,677452.097,512928.0163,354791.341086,19883.668,994680.547,0,3
PKR55021,Brandon Morrison,75,Male,27514,12/18/1998,Dennis Ruiz,European,Tax Accountant,Eric Shaw,High,Jade,Retail,77686.0119,13902.21,1,8330.9625,1316597.1525,952781.823567,274963.881969,313458.82544466,26215.0749,584240.3091,2,2
PKR30407,Stephanie Oliver,81,Female,18184,06/03/2018,Stephen Payne,Australian,Account Representative I,Sean Vasquez,High,Silver,Retail,141027.4404,30446.57,1,775.6749,866004.9398,309035.873146,244511.899632,61807.1746292,1484.0826,1012817.0052,2,3
PKR15466,Karen Meyer,76,Male,17561,12/20/1998,Jonathan Hawkins,Asian,Associate Professor,Kevin Kim,Low,Jade,Retail,121206.4908,24852.28,2,3497.835,542515.305,1065754.4324,714682.38408,280356.1071584,41697.702,546214.165,2,4
PKR15083,Frank Ferguson,82,Male,37501,03/02/2007,Joshua Bennett,European,Cost Accountant,Eugene Cunningham,High,Gold,Retail,140152.038,33774.78,1,7373.106,1208729.223,572741.07345,123033.26763,156634.0772724,1415.232,2288946.114,2,3
PKR37063,Jesse Dunn,71,Female,40024,03/12/2015,Shawn Wallace,Australian,Safety Technician III,Ernest Knight,Mid,Jade,Institutional,197043.6204,25437.06,3,4814.9802,162005.832,834989.685156,767287.818792,256364.40063168,985.6578,1541737.4748,0,4
PKR78066,Linda Long,76,Male,16198,11/19/2000,Jesse Evans,American,Biostatistician I,Nicholas Ward,Low,Jade,Institutional,96486.3756,15747,3,1159.3098,522574.2522,390366.077409,327276.610353,71054.51227182,5956.4637,166342.0077,1,1
PKR87900,Joan Martinez,22,Female,14466,08/10/2019,Patrick Graham,European,Senior Editor,Carl Anderson,Low,Jade,Retail,17987.5053,12029.58,2,464.778,197326.476,201141.119376,224960.46246,45653.740911,3402.0108,367428.042,1,1
PKR47950,Justin Hart,52,Male,41420,05/02/1993,Douglas Tucker,European,Office Assistant III,Eugene Cunningham,Mid,Jade,Private Bank,302672.565,57277.4,1,11512.746,1580709.522,205369.667055,115957.022895,19000.186884,7278.558,3063954.516,1,5
PKR84355,Brandon Davis,59,Male,11844,04/14/2001,Nicholas Simmons,European,Administrative Officer,Gregory Boyd,High,Silver,Institutional,155402.5296,12356.99,2,2494.44,456252.7437,334449.401598,162936.887958,137667.37761504,38971.3077,643943.0439,0,1
PKR45102,Lisa Alexander,21,Male,30740,12/31/1996,Paul Holmes,American,Physical Therapy Assistant,Eric Shaw,High,Jade,Institutional,43815.1168,18123.56,1,2300.844,292482.6268,375603.205068,165100.30992,193167.3626064,1639.3832,254205.8064,0,1
PKR56828,Justin Miller,61,Female,18201,12/07/2010,Dennis Morris,Asian,Accounting Assistant II,Steve Sanchez,Mid,Gold,Retail,52253.838,25702.44,2,1879.7346,377449.5768,443691.728028,395982.940068,71372.34678816,26090.4618,419656.8456,1,1
PKR28199,Wayne Lane,56,Female,29082,03/09/2005,Anthony Torres,American,Accounting Assistant III,Victor Rogers,High,Silver,Institutional,150041.2556,41586,1,6302.454,1533133.749,1399795.67995,675763.4317,182456.126559,3604.526,1156148.771,3,2
PKR67109,Terry Watson,56,Female,19730,01/23/2015,Douglas Tucker,African,Computer Systems Analyst III,Juan Ramirez,Mid,Jade,Institutional,86558.08,29076.8,1,2170.28,817889.66,175002.722,80653.4284,69377.166052,32342.6,166400.4,3,1
PKR85846,Johnny Torres,28,Male,18570,10/30/2005,Shawn Long,European,Professor,Eugene Cunningham,Mid,Jade,Private Bank,57359.088,9176.4,1,645.5376,788268.6072,172941.291108,93817.824588,21713.73988356,5011.1784,359030.718,2,1
PKR76900,Jose Fox,70,Male,31088,10/15/2004,Jason Duncan,European,Web Developer III,Jack Phillips,Low,Gold,Commercial,384040.1474,12587.12,2,9060.2785,276335.0863,549058.651141,328408.912832,193966.5141414,82736.2627,2431103.9753,0,4
PKR87656,Carolyn Rose,27,Female,28760,09/30/1996,Nicholas Simmons,Australian,Food Chemist,Fred Bryant,High,Silver,Institutional,159512.3829,6399.12,1,2280.3846,358797.504,385891.92096,264739.80624,211567.489224,10801.2216,683194.3716,1,1
PKR76306,Louis James,21,Female,3257,06/30/2018,Patrick Graham,Australian,Developer IV,Carl Anderson,Low,Jade,Institutional,61901.372,3418.72,1,3705.8888,496453.436,616814.995624,253485.61464,177439.930248,10925.5888,1287514.286,0,2
PKR42135,Kevin Kelley,30,Female,1037,05/04/2013,Victor Ramos,European,Environmental Tech,Ryan Taylor,High,Jade,Retail,84406.7475,15039,2,1801.683,82289.142,357419.79,137469.15,240571.0125,3804.489,257335.65,0,2
PKR15894,Kevin Medina,43,Male,35162,08/30/2017,Bruce Porter,Asian,Human Resources Assistant IV,Nicholas Morrison,Mid,Jade,Retail,343263.7974,34554.55,1,479.4348,400443.0768,380432.812032,121933.5936,190216.406016,8338.2936,519790.4556,2,3
PKR81866,Mark Nelson,47,Male,42849,06/03/1995,Jeremy Vasquez,European,Safety Technician I,Sean Vasquez,High,Jade,Private Bank,281200.9122,50842.89,1,2473.1325,824738.5494,48331.615248,33621.993216,40066.2085824,45966.1716,787864.563,1,3
PKR69783,Judith Greene,26,Female,23006,06/04/1999,Joshua Little,Australian,Legal Assistant,Ryan Taylor,High,Gold,Retail,39080.448,20456.92,2,3261.3856,236826.2336,118416.322816,82084.041952,51955.16163552,33963.6352,167237.8752,2,2
PKR67788,Shirley Henry,40,Male,26807,11/22/2009,Gregory Simmons,American,Computer Systems Analyst II,Sean Vasquez,Mid,Silver,Retail,35113.5,37779.5,2,391.75,404231,207152.25,314871.42,97444.4184,2637.25,602095.75,2,2
PKR29999,Jerry Oliver,19,Female,17244,03/03/1998,Todd Roberts,Asian,Speech Pathologist,Nicholas Morrison,High,Silver,Institutional,141689.8098,47517.47,3,8732.9088,775554.8724,1838008.119024,835458.23592,362031.902232,63127.5876,2498273.5932,0,3
PKR50590,Michael Cunningham,51,Male,16018,07/29/2013,George Lewis,Asian,Web Designer II,Eugene Cunningham,Low,Silver,Institutional,124471.9872,23768.64,1,1295.7516,689147.8308,532977.582852,197537.146092,145394.79375564,7110.9324,329405.076,1,1
PKR64905,Angela Pierce,31,Female,9146,02/04/2018,Jason Duncan,Asian,Paralegal,Kevin Kim,High,Gold,Institutional,467025.8004,61694.34,1,1953,1176441.072,1076630.496,578688.8916,728744.26698,70580.304,1186496.232,3,5
PKR50588,Nicholas Watson,68,Male,15326,08/08/2014,Gregory Simmons,European,Data Coordiator,Eric Shaw,High,Silver,Retail,59563.84,8380.4,1,3084.288,238085.632,925053.09184,260171.18208,383897.0331136,19083.776,1244783.616,3,1
PKR24058,Barbara Harper,41,Female,4853,01/03/2000,Steve Diaz,Asian,Budget/Accounting Analyst IV,Fred Bryant,High,Gold,Institutional,304960.6706,53267.68,2,4115.743,1029192.0786,437621.19052,256054.9519,125699.70366,32226.866,1302186.4462,1,2
PKR87992,Walter Matthews,36,Male,31048,04/29/1994,Anthony Torres,European,Geologist I,Eugene Cunningham,High,Jade,Private Bank,276516.4437,12269.25,1,6397.146,427468.356,346860.2592,81759.91824,190897.021224,46466.406,1569491.658,1,2
PKR90735,Jerry Graham,80,Male,41318,07/29/2014,Victor Ramos,European,Staff Accountant IV,Ernest Knight,Mid,Jade,Retail,109051.9315,20070.28,1,2548.4712,314437.2924,250159.574016,73910.783232,135256.73331456,38508.3864,408638.4192,0,1
PKR18126,Susan Thompson,63,Male,1454,03/05/1997,Roger Alexander,Asian,Research Assistant III,Fred Bryant,Mid,Silver,Retail,76166.2542,4898.79,1,267.8732,1364588.6618,61344.464748,44443.438746,9802.59508116,71470.273,1595668.781,0,3
PKR95672,Kenneth Freeman,55,Male,26233,06/08/2006,Victor Ramos,European,Systems Administrator I,Ryan Taylor,Mid,Silver,Retail,62219.7912,47300.66,3,3792.736,471715.3224,386699.093152,526710.833776,170814.32356128,30641.8872,527962.8408,3,2
PKR59778,Lillian Nelson,79,Female,38454,02/03/2010,Raymond Alexander,African,Professor,Fred Bryant,High,Silver,Retail,155343.5577,60272.1,2,1152.711,565486.3125,114149.55375,90118.06875,27335.8141875,61536.915,1850387.409,0,3
PKR74622,Richard Edwards,49,Male,32157,08/07/2005,Victor Martinez,Asian,Safety Technician I,Sean Vasquez,High,Jade,Retail,347462.0512,42715.2,1,2469.8256,160930.6512,495285.810624,381427.003584,193503.04256448,53395.2408,464353.2432,1,4
PKR40781,Phillip GoPKRales,81,Male,611,12/02/1997,Jerry Green,Asian,Mechanical Systems Engineer,Peter Castillo,High,Jade,Private Bank,94766.6394,7822.8,1,4469.9776,1202896.8192,1009283.792896,205010.770432,431784.22264832,13635.1616,1336414.08,3,2
PKR39173,Eugene Austin,40,Female,37837,07/28/2007,Adam Hernandez,European,Data Coordiator,Victor Dean,High,Silver,Institutional,354296.3328,10313.28,1,1654.128,403093.7568,866009.636352,546410.841984,353723.69789568,28919.1168,1267574.3136,1,2
PKR41835,Joseph Burns,31,Male,30634,05/29/2003,Mark Montgomery,African,Staff Accountant IV,Victor Dean,High,Jade,Retail,373681.17,48392.1,1,12379.014,742802.94,469244.54088,153014.5242,140263.31385,105409.782,2991211.686,2,4
PKR13004,Ralph West,83,Female,28861,12/28/2014,Shawn Cook,European,Web Designer III,Victor Dean,High,Jade,Commercial,358008,16942.5,1,4027.815,568206.045,424237.2651,507799.15065,67492.292175,28909.485,695986.83,1,3
PKR69109,Cheryl Gordon,49,Female,14875,08/03/2008,Victor Ramos,American,Geological Engineer,Victor Gutierrez,High,Gold,Commercial,317479.6812,49484.82,1,2589.708,119431.686,859290.27525,478213.7184,266305.264434,51445.779,676196.136,0,2
PKR95810,Jimmy Andrews,75,Female,36140,07/13/2002,Paul Holmes,American,Administrative Assistant I,Eric Shaw,High,Gold,Commercial,220526.6274,31535.25,1,88.0308,294138.468,1100759.210928,275189.802732,525118.59280296,68948.568,869131.6452,3,2
PKR81099,Denise Hayes,48,Female,10026,02/16/1999,Mark Montgomery,European,Accountant II,Daniel Carroll,High,Jade,Commercial,312028.5969,28002.51,1,4229.7876,343720.8756,612080.097696,338254.790832,509153.99705712,43799.94,991953.216,1,3
